reviewId,content,score
8b0424e0-3365-49e4-a11a-ae88bd728872,Excellent Applications!! Work great on news and entretenemen.,5
23aacf8e-94c2-4a8c-b3fc-f9de2e6b5796,Very good,5
3f0772c2-ccdd-42ad-b569-f5994b21f4b6,App will refresh while you are in the middle of a story and return to the home page. You then have a hard time finding the story again to finish it. These idiots need to end automatic refreshing.,1
f11ddeaa-9818-4a2f-8a03-2de62c99345b,Op,5
e2e04878-85ba-4699-9038-2fe6d818e801,ll,5
2d2f8c0d-5ccb-45eb-b114-fdc4a32e9fa4,Its been almost a month since this app stopped working. All they say is that its fixed. If you just want to read news there are many sites for that. This used to allow you to flip into magazines to share and comment with friends. This is no longer available. And the app is evidently not coming back.,1
d30da5ba-4872-45b1-885f-f0b627ea8d22,Sharon I am happy with this I am keeping it,5
003995ae-63fe-43c1-8c6a-b5efa82ed9d5,Great content. Constant crashes.,2
ede28e4c-0833-41c0-9ad9-fd3c7164894f,Handy way to read the news.,5
60d1b2ce-dcf8-49b0-9df2-f1188101af67,"Ads, ads, a.., crash, ads, ads, ad., crash, ... adsboard is an unstable app that shoves ads in your face from the top, bottom, in the middle of, popping out the side of or popping over the occasional articles you see between all the ads.",1
fbdb0754-07a1-48de-afc2-655fd985733c,So I guess we cant flip magazines anymore. Sad so sad,1
00428e10-96aa-4b74-9b54-a25b775ffc44,Great information,5
947c3eae-fd14-4c1e-a6c4-7d838cc0fc55,Garbage liberal lie factory,1
36e3dda5-b695-428c-b5bf-94aeee46d492,cant install...,1
57f47356-9d54-41d5-bfff-30ed7c7f6e2e,TiffanyWashington,2
dff31e92-32db-451c-830d-ced39bd6dd82,Informative and interesting news and past times could read it for hours,5
8b1077df-330a-4e67-b44f-4387c9ac4465,Constantly hungs up now. Have completely stop the app then restart until it hangs up again. Looking for alternatives.,1
21517c3d-26b6-4ede-921d-c4b92347db58,Works ok as a news reader and provides abiliy to comment on stories. Updates have occasionally caused problems with stability. It works and is customizable.,3
69e03f32-40b0-4673-b8ea-a17a2cf7b3bd,"Great aggregator, but recently slipping. Ads play at full volume even while muted, causing much consternation.",3
9c8aa449-c574-40de-807c-b4a5fcd50eae,Terrible app constantly freezes and stops... Restart App?,2
b3d4b6ce-509c-4499-aced-1f3a313ff5e9,This is the best news and interest aggregator that I have ever used. Not to many ads either. Soon there will be a federated social option as well and I am looking forward to that. Flipboard is the best!,5
673bfd0c-2c55-482c-b792-fbd452f4021d,My favorite app,5
88c3c2e1-cb85-49c0-a914-5b0eedd5c2da,I found out after the latest update the app does not work flipping articles into magazines. Get a sorry could not flip this article. Until then I am using an older version.,1
28e2fb3b-adfe-44a8-9d9c-214795a169cb,"Honest and trusted news feeds, easly customisable.",5
e79bdd1d-b404-46af-9f81-dfcdbdf38591,"waste of time , doesnt work, bout to delete.",1
a7512209-d99f-4f2f-b06b-36ea45e9f3a1,The app opens now.,4
032a963b-002c-441d-a0fe-75761a2b426a,My,5
9ca43e96-664c-4459-aa7c-1aea9d76b815,Informative and superb!,5
b307f5c2-1ea9-4963-866d-99d1ca82bfaf,hhh,5
3c7a594d-3b74-48ff-a4a1-116ba9d2fc0f,Great app but it crashes more often than waves on a stormy beach.,3
4e761e23-ca14-4793-8517-9f195bc3e7b7,To much woke bs.,1
2161b2b5-78bb-4fa2-a5f5-ddf8233b1b00,"Started out good. Over the years, its descended into showing clickbait unknown websites.",1
de1252ca-ef90-4da8-8f80-1c11db6ec994,app keeps freezing. have to close it and start all over. soooo frustrating,2
73260fbb-9c07-4da0-89b4-dc8fba6c61c0,Magnificent,5
c69c9434-9b75-4ea0-ba5e-39c05a4ddfae,Better,5
774336c0-621f-4b93-986c-ed1f71b6967c,Engaging!,4
1ab4cb7c-4fab-4a6a-a5fe-4089566211bf,Since last update the app crashes multiple time a day and goes back to first screen,2
2f425ce9-b353-4e48-8ef0-ed2677fb0ec7,Yall are shadow banning people. I cant comment or flip articles. I will use another app.,1
6dc8dcf6-267a-42a4-9487-cf057b6befc8,Gyu T G d g y,2
ed5da2d6-9e56-4307-9d75-c536a429aa02,Good,5
45313558-d0bd-4dee-baa6-bc426b028cb9,Never use it,1
d7879995-7aca-4afe-90a8-afa889738250,Opkkko K,4
ccb4dabc-749f-4372-a61e-2ebb93b67176,Very good app,5
3f0cdb65-21e3-43cb-bfb4-bc94775ff453,Ukeh,5
3c2dedb4-e12d-40be-895b-d39a151fb732,No work,2
7a5ee8fe-1002-4d22-a425-1cf70501b4c6,"Great news aggregator but let down now by constant crashes, probably caused by overlaying too many adverts! Thought it was my phone or problem with install but happening on multiple phones.",2
ca27ef56-ee87-4362-a05f-fff02a711967,Sr,5
c5ea104c-4f62-43af-bb6d-7e066fff6efb,Karan I,1
0ac22b2c-14e3-4850-b813-131d5ad69f32,Somehow a more annoying ad experience than Google news.,1
56d1fd48-85d0-41cc-8a13-b7eee8e06ae7,"Sorry, could not flip this item",1
f130acab-8059-4fe0-9abf-bc892c4609a4,"Hi Flipboard, can you please get the tablet app up to par with the mobile version",4
1ce0e798-ec4f-4340-8bc0-b1bb5ef7df54,"I like flipboard, but i keep getting notifications in the app. All my notifications are set to off. I keep getting emails after unsubcribing. Please help",3
42f6cda8-4852-4eb6-9dd2-157db853bd50,Cool,5
f5f6e19a-e1f7-4e24-9a05-ecf83e15d372,Really it is very interesting and I start my every day by going through all in side it,5
8798350d-58cb-41fc-b414-42967d390196,Freezes all the time.,1
a59abff6-91ce-4b2d-92cd-0e53881b6b13,Invasive,1
49e6945b-c576-49a2-b86e-bd61d4a894ca,rug,3
dbb679db-b10b-401c-ba1c-3bf48f523a04,Ft,2
9d731f70-1ef5-44e9-aedc-1430072de289,Great value,5
7c5d34ec-2553-42bf-8940-3b23e74550bf,It has to improve the narrowing of topics for individuals,5
2da6a884-d5fe-4d1f-8f46-2201f325a051,The refresh that causes the loss of your place is truly aggravating .,2
2eab3452-e0f8-4e31-9981-f613a355961d,Pretty,5
ddba3a09-b6fe-489a-abe2-b924aa0a3d39,"Do not want this on my phone,someone is messing with my account",3
f2099a4e-4a47-4c6d-b835-f39dcdcdf2a5,Love it,5
2a5c763f-2f9a-48b5-a51e-297647e1b758,Lots of advertisements and the articles are not based on the interests i selected.,1
5be11ebb-b65f-4a9f-a4bb-c6365cab94df,Another app that used to be great but went downhill,1
b2d49da2-7a5e-4ef3-befe-2d77562612d1,Awesome news articles bored panda funny things recipes. Nice that you can pick your topics to read and want shown. Top rate,5
e3264029-4c36-430e-9768-7266751ce432,Widget stopped working after latest update.,4
5136cf39-505f-49f7-935d-4e443a8a4656,"Great app. Very customizable, my only source for news on topics I choose.",5
e433aec2-a1a2-4cc8-8c53-4d5b1519cd1c,fatuuzinab,4
bb9e3580-47e9-4a9c-8e8e-984e80689b7d,Quddus qqqqqq,1
4111f420-4c7a-40f9-b1d3-44306427d879,good,5
1dd87680-7723-49e2-b5b7-1ba67a66fa5c,Ertuu myhb buttc Churchill sres think,5
742e5469-8636-4d49-bace-a5627a05c593,Was great until a couple of months or so ago then it started crashing everytime I use it and some times it will just jump back to the start page while you are reading an article.,1
3bf4281a-a551-414f-abd1-1a8070375583,"New update is a joke Just allow the users to choose new or old format.The new one just freezes,closes out repetitively.Also seems as if posts can now just be removed due to somebody not agreeing to whats posted in a thread.Happens so often anymore,one has to wonder if its not FlipBoards own staff doing their civic duty of censorship,which seems to be in full swing with latest update not even posting what a person writes,then clicks the post icon.Go back to old format stop the censorship!",2
e1c7df46-99dc-4c7f-bcd8-94ece929283e,"Exceptional depth and breathe, anything and everything one needs to, or wants to, know.",5
36d6663b-8334-444c-af7b-634fe11827d3,Enlightening,5
60a2fa7d-e535-40b9-a96c-53da5fac0d99,Awesome app,5
9a56e6a0-7095-477c-86bd-986118347556,Useful source of news but endless ads and cookie requests. It needs a global cookie setting option.,3
875e90a9-4882-4fe4-952a-f70b848eb1de,News on the go! Excellent,5
009e3bc7-a58b-4de3-9a78-13ca8e0af676,I love the ability to read news from many sources.,5
101fac1e-81b2-4cb5-8d75-b66c7fe7ae4f,I really like this app! I use it every day.,5
7ef9c7ec-a1a9-4024-9d81-1d876b5c69ee,Up to date and regular,5
8e30e44b-78a9-43e5-80e7-3a0fc8d83de6,I would like to know why I cant post to some article but I can to some,3
5bb604b0-feb7-4cd5-afd1-78d24d504c85,World news with minute to minute here is now with flipboard as for your choice,5
e1c8dbd4-89f6-43ba-989d-de698ffc65ea,What is it??? Looks like it Would have been interesting,2
fc709761-c9c1-4db4-9d8c-5c5c9802b3cb,Educational and informative.,4
3f0587f0-8dad-48cc-ac47-89552e574d4c,Just fine I like it,5
6e0a3218-3d6b-4b27-a198-e7c8d9e4c8ef,Montreal gazzete files,2
7d3e3705-b2fe-4593-95b3-f33d9ae25d5a,"Why is this a copy of the same app, Breifing",3
c612e28f-e5d3-4d6e-9188-da7f55e0702b,Enjoy reading the articles. Wide choice.,5
fb57ef5b-51be-4805-968f-ee30e2204c81,Good,5
c00a879e-1626-4f16-b97a-06166da06ce7,Who artheth Thou Artteth Tho,3
0fa10400-0044-48e6-be49-e54c94d1f3ff,"This application supports all kinds of sources from dictatorship countries and those propaganda articles. All these articles are lies. I did mute such sources many times, but they appear again and again. Not serious and dangerous app.",1
4d33aa27-1745-46d0-a300-6878e739c36d,Pictures dont load and crashes,2
5d85b8c0-c5ff-4f4d-9c2d-5c4606c622f8,Stop popping up first delaying my actual thing I want to do I hate your interrupting my initially start,1
0bc3b564-eb95-42be-8c80-96334ec5770d,Lba.,3
4cb0f273-87d2-4ada-aba1-16e83ff97a8e,Ishfaq.marry,5
5d9daedc-f4a4-4258-af80-f312446ac253,Its ok,3
785f0af6-635b-4c7f-a975-4d566ea5d5fa,Good,5
0c214390-8648-4c89-8716-04a43ab31df7,Woke garbage. One star is too generous.,1
2f5710fd-3831-443e-a498-7b84db31cfc7,Most any topic of interest you have can be sourced with Flipboard,5
690c63e5-7890-4b10-a688-f2b1d1d880c5,nor bad,1
2d97c291-0e77-4afc-b8ba-368168b81ea2,A good way to keep up with the topics you care about.,5
18492e32-b488-40b4-a93b-35ea9e5c21eb,Love this.,5
d431f10e-e23e-4cbe-bced-d265efbf8af9,Ertugull,5
0fd8eb6c-4ae6-4165-b43d-d531461fa3b1,Plymouth,3
2aab2ba2-6340-4829-8f06-a37c28239e18,rahi Gull,5
5e4d7f78-f896-4ead-bbd0-3994211cd22f,Poor,1
ea9aef91-4bb8-4eb9-a7f4-e5eeb423e219,Good,4
325939bd-3ccd-428b-b350-826db7470a79,Pleasant experience,5
5f567f4e-9d46-4fe9-8380-b351a09e347c,Ii,2
21a41083-ab33-492a-9095-5ec063f1bb30,Flipboard,5
c9e846c8-582b-4c75-a749-4f991d004e90,Excellent app,5
a99395b2-dca2-4663-8051-970e9c943d44,This app is deceiving users to download frequent redundant updates which add more annoying and intruding whole page video advertisemets. And such advertisements are disguised as a contents page for the user which is totally ridiculous. This is what happened when I downloaded the most recent update. This is very unbecoming on the part of the developer.,1
821ac3a4-533d-4dab-af22-85ef0d88a66a,Great content source BUT advertising is so aggressive it makes use on mobile nearly impossible. Time for a change,2
7805921d-786d-4b16-bc98-4c64a9074f1a,Great time waster,5
3ecd7275-1cf0-4a64-a5b9-2fa00caf700e,"I usually enjoy the stories,most are mildly to very interesting. I do not appreciate how they often find it amusing to insult conservatives and only allow a biased point of view in a snarky way.",3
455c2316-c406-44ec-8c22-039fb22fc792,Since the last I uodate have the same issue as previous authors. Constantly crashes. Updates to the beginning in the middle of browsing. Made a good product worse.,1
627f9f69-25e2-47bf-a610-3a1174b3d370,Cant get this bloatware garbage off my phone. I hate it.,1
6dce6c64-63c6-47be-ae76-3eccece782fd,Good,4
73853a57-ba8f-485f-aba2-69feb85c3d18,I enjoy all the varied content on Flipboard.,5
896ab03a-5617-4554-bee2-a66e667c63b5,Slow loading. Blanks out items unpredictably.,1
e911ee2a-d1fa-4019-aab4-71ca68bdef6c,Pretty awesome. If you like clickbait articles and excessive ads.,5
00cecc11-c60d-42ab-ad18-ad8e2a5184d3,Niceg,5
171c2e59-4fa6-4d43-95c5-764862fe9fdc,Good,4
47a0c120-a39d-4754-848a-98261d12fe16,"It gives me a compendium of what is happening around the world, more important, however, it gives my husband the recipes he can cook for me",5
641f72c5-36c4-4012-9908-808bff7bd449,An easy way to store and share information to anyone but especially your friends and family. Clean application very functional where is easy to help when needed. Thank you for a great application and keep up the excellent work.,5
230a70db-8a68-4bd5-a87d-1304a6d23ee0,Nice.g,5
99500c08-3351-488f-b638-7c910bdb5d30,Great news app! Was use to reading Yahoo News but Flip seems to be quite succinct and complete. Great enjoyment!!!,5
e76647df-ef09-475c-b451-d90ca3e34771,Great,5
0c02d245-4faa-4179-9c0c-60cb944ba8c6,Refreshes in the middle of reading an article and you lose the page where you were at. Infuriating.,2
3b357ddf-b7db-4bf7-97d4-9b7153c41590,Horrible,1
0abf4241-b12e-4135-afd8-511a00104dba,Kk,5
44d259d6-c7ca-43ef-bb3c-3386b962fb95,Md sahanawyz,5
1188a467-2e9a-4b54-9117-65933c455054,Bhaiya Karke,2
b27eb59a-6828-42a9-9b30-562c8ce6f383,Mama,5
6539ae72-e225-4b0c-9c09-188cf70988c3,Good,5
0efe345d-6392-417e-8bb0-6166be781fe9,"Awful app, has extreme bias towards woke content. The app also jams your email up with spam emails.",1
96223790-6d29-4ca5-b59c-2ffeaf49d9e3,Perwaz,5
622f9677-613f-414f-9af7-1dc7426539b8,Far too much of the material is terrible clickbait or literally false news,2
c59f8782-851c-49d6-9249-ad1fc944bdf0,Garbage. Spam.,1
d2314f63-e40e-46f3-9244-0873a6d7d08b,"Surprisingly limited customization capabilities. I want to aggregate the news sources I want to read, not the ones you think I should want to.",1
97f4133b-8d2a-41a4-bd06-1606f1f1aa77,Great news app. It allows me to filter my feed to the things I am interested in without a lot of fluff.,5
582533c3-134d-4aee-bd6a-d2e6fbf267a1,Very Good,5
07b01cdf-9373-4624-91da-399367c0107a,"The app is OK, if you can stomach the woke far left wing bias of all articles presented to you.",4
a1b83e37-7fff-461e-a30e-df01f823506d,Thanks God,5
74212c38-8b68-4838-bf62-d372841734e8,"Decent stories, a lot of stories that should be filtered out, especially the ones that are just walls of ads. My biggest gripe is that there should be no comments at all.",3
0939f1e3-fc3a-40e3-8331-407e554a7bf1,Interested,5
431f6898-dece-4b05-ba38-4330ae5acae2,opna,5
e3059780-c51a-4fe1-97e8-d8efd9aad81f,Sai Aung Murng,5
ede066aa-6ff7-439f-98af-020b71544664,Flipboard is Excellent!!!,5
bff4e70a-fa3e-45f8-ab60-cecc48923692,U your,1
403b32fa-eff5-498d-9661-624ccf472b03,Sai Aung Murng,5
2a66498f-dfc9-49d8-89b5-90ff546019c9,Good,5
b57fd476-e699-47cf-9a0c-27977b7c5d95,I am a beautiful person. the only way,1
5a018852-f97f-4c5c-b095-549f2b16fe81,Very good,5
a1436c94-d0e8-4bf5-9a78-18cb32fce285,I wish there was a option to disable the swipe to exit feature. When i want to rewind or fast forward a video it exits the page and i have to load it again. Customer service seems a little ghosty. Ive asked about issues before and noone ever gets back to me,1
8dd5bec6-75b0-4225-806e-095ac0adcbbd,Too often when you try to open a story all you get is a blank screen.,2
d61632fc-483c-4513-9679-44d9b16e19f3,Nice app,5
